행정동,도로명주소,지번주소,위도,경도,데이터기준일자
대림제2동,서울특별시 영등포구 대림로23길 25,서울특별시 영등포구 대림동 705,37.49273981,126.8982505,2023-09-01
대림제2동,서울특별시 영등포구 디지털로56길 16,서울특별시 영등포구 대림동 1020-6,37.4902602,126.9031404,2023-09-01
대림제2동,서울특별시 영등포구 디지털로54가길 2,서울특별시 영등포구 대림동 1024-11,37.48881784,126.9029983,2023-09-01
대림제2동,서울특별시 영등포구 디지털로48길 23,서울특별시 영등포구 대림동 1025-73,37.48815068,126.9016172,2023-09-01
대림제2동,서울특별시 영등포구 시흥대로175가길 8,서울특별시 영등포구 대림동 993-31,37.4880166,126.9036815,2023-09-01
대림제2동,서울특별시 영등포구 디지털로48가길 12,서울특별시 영등포구 대림동 1027-17,37.48914464,126.9021226,2023-09-01
대림제2동,서울특별시 영등포구 대림로23가길 10-1,서울특별시 영등포구 대림동 704-8,37.49242253,126.8992663,2023-09-01
대림제2동,서울특별시 영등포구 디지털로37나길 15-1,서울특별시 영등포구 대림동 1072-40,37.49131887,126.8993445,2023-09-01
대림제2동,서울특별시 영등포구 디지털로38길 20-20,서울특별시 영등포구 대림동 1095-35,37.48724436,126.9004452,2023-09-01
대림제2동,서울특별시 영등포구 디지털로38길 8-3,서울특별시 영등포구 대림동 1092-22,37.4881429,126.8997643,2023-09-01
대림제2동,서울특별시 영등포구 도림천로 425,서울특별시 영등포구 대림동 1117-2,37.48749246,126.8984934,2023-09-01
대림제2동,서울특별시 영등포구 도림천로15길 1,서울특별시 영등포구 대림동 1116-37,37.48859399,126.8973993,2023-09-01
대림제2동,서울특별시 영등포구 도림천로 401,서울특별시 영등포구 대림동 1116-31,37.48921456,126.8970344,2023-09-01
대림제2동,서울특별시 영등포구 도림로 124-14,서울특별시 영등포구 대림동 1116-5,37.49180396,126.8962045,2023-09-01
대림제2동,서울특별시 영등포구 시흥대로173길 18-1,서울특별시 영등포구 대림동 994-25,37.48711904,126.9021747,2023-09-01
대림제2동,서울특별시 영등포구 도림천로19길 12,서울특별시 영등포구 대림동 1101-1,37.48689875,126.9005633,2023-09-01
대림제2동,서울특별시 영등포구 대림로23나길 8,서울특별시 영등포구 대림동 705-3,37.49233,126.8989,2023-09-01
대림제2동,서울특별시 영등포구 디지털로40길 14,서울특별시 영등포구 대림동 1092-43,37.4884,126.9008,2023-09-01
대림제3동,서울특별시 영등포구 도림로39길 21,서울특별시 영등포구 대림동 713-7,37.49459886,126.8979414,2023-09-01
대림제3동,서울특별시 영등포구 도림로39길 7-2,서울특별시 영등포구 대림동 712-5,37.49394667,126.8968593,2023-09-01
대림제3동,서울특별시 영등포구 대림로29길 19,서울특별시 영등포구 대림동 714-3,37.49510997,126.8973809,2023-09-01
대림제3동,서울특별시 영등포구 대림로29길 43,서울특별시 영등포구 대림동 808-26,37.49377096,126.8954069,2023-09-01
대림제3동,서울특별시 영등포구 도림로31길 26-1,서울특별시 영등포구 대림동 807-1,37.49468414,126.8950088,2023-09-01
대림제3동,서울특별시 영등포구 가마산로32가길 7,서울특별시 영등포구 대림동 795-1,37.49724606,126.8953183,2023-09-01
대림제3동,서울특별시 영등포구 대림로39길 23,서울특별시 영등포구 대림동 778-8,37.49921636,126.8951916,2023-09-01
대림제3동,서울특별시 영등포구 가마산로31길 36-2,서울특별시 영등포구 대림동 792,37.501282,126.8937697,2023-09-01
대림제3동,서울특별시 영등포구 가마산로31길 36-22,서울특별시 영등포구 대림동 789-1,37.50177282,126.8947207,2023-09-01
대림제3동,서울특별시 영등포구 도신로4길 17,서울특별시 영등포구 대림동 783-13,37.50210468,126.8961713,2023-09-01
대림제3동,서울특별시 영등포구 도신로8길 17,서울특별시 영등포구 대림동 652,37.50321855,126.8972609,2023-09-01
대림제3동,서울특별시 영등포구 도신로12길 6,서울특별시 영등포구 대림동 1118-4,37.5046061,126.8980936,2023-09-01
대림제3동,서울특별시 영등포구 대림로34마길 13,서울특별시 영등포구 대림동 687-4,37.50019142,126.8995305,2023-09-01
대림제3동,서울특별시 영등포구 대림로34나길 1,서울특별시 영등포구 대림동 689-18,37.49850208,126.8990576,2023-09-01
대림제3동,서울특별시 영등포구 도림로47가길 14,서울특별시 영등포구 대림동 754-8,37.49752789,126.9010598,2023-09-01
대림제3동,서울특별시 영등포구 도림로47길 23,서울특별시 영등포구 대림동 691-8,37.49736054,126.899422,2023-09-01
대림제3동,서울특별시 영등포구 대림로35길(동심어린이공원),,,,2023-09-01
대림제3동,서울특별시 영등포구 도림로39길 21,서울특별시 영등포구 대림동 713-7,,,2023-09-01
대림제3동,서울특별시 영등포구 가마산로47길 신우어린이공원,,,,2023-09-01
